negative,Has a heartache. 
negative,How I wish Ethan Ruan would join Twitter. 
negative,"hit a deer last night on the way home from the drive-in. That's 2 claims in 3 months, neither of which were my fault. "
negative,Day leave has been nice but Ally has been out all day. Have been moved wards so no sneaky night leave for me either 
negative,wish 2moro goes as planned 
negative,my sisters keeper looks amazinggggg - i almost cried at the trailer  x
negative,@itslauraduggan i cant put up my tent its too hard 
negative,@TOOHOT2BREAL25 so I realized how bad I am at responding to ppl. Too much of a  broke willy for LA   congrats on ur bro!
negative,On set of @ShutYourBlogOff &amp; getting hungry. Missed breakfast today  That mini shredded wheat man that sits on my shouldfer is not happy.
negative,@mpathy It's pissing down with rain and I'm ill  So not a great deal. Done some writing and art stuff. (BE careful what you wish for...!)
negative,@11chiqa11 huhuu  miamiii.. My-a-my.. Supposed to be my o my lol rawwrrr!!
negative,@cclovesnin yes I do hope it will be nice.. clouds are coming in and out.. !!    ok be back have to make the garden look good for them.!!
negative,"Next week -&gt; the death starts, final tests "
negative,this weather is absolutely horrible &amp; is startin 2 make me feel miserable!   x
negative,Apple today- then fido. No coldplay. 
negative,ICONic3 ...... why are you NOT following me ? 
negative,Cleaning the kitchen 
negative,my guinea pig is acting really weird and she's scaring me! 
negative,"this journalism report needs to die. 1,600 words done, 900 to go "
negative,@moritzhomann thank you &lt;3 i hope so too! missed 2 parties already 
negative,omg! reminiscing my last year moments.... tsk tsk 
negative,@PattinsonRobT I Think it is just how people R made. I'd like to apologize 4 all the idiots out there. They forget U R human 2. 
negative,http://twitpic.com/6r3z3 - bruise on my arm  ryan popped a blood vessel on my arm yesterday
negative,// Missing my good friend's wedding. 
negative,"is on the road. Why can't we ever be on time?!?! I swear I used to be 15 min early for everything, routinely. Today, were 2 hours behind "
negative,@ICONic3 ...... why are you NOT following me ? 
negative,"@jordanknight I'm on Oklafuckinhoma, sorry I can't be there "
negative,Just woke up. Ugh I overslept. 
negative,"mmmmmmm...it's 12:46 and i just woke up. i didn't sleep at all last night  lucky for me, peter's coming home today"
negative,@dustergrl we love the place its just small  it was ok but now with Journey its a bit small
negative,just chillin watchin the rain pour down!how depressin 
negative,needs speakerssss 
negative,@e_cheng @justkiddo @J_Dats @TGGmusic gotta work tonight so I wont be able to make it to the show.  But kill it out there anyways!
negative,"@mileycyrus .i wish u knew who i was  miley cyrus gina ,14 loves you soo much. pleasee give me a shout out. it'd make my day! xx loveu"
negative,Just finished my sat  fml
negative,WHAT DI F**&amp;.... I need to SLEEP!!! Falling in the sleepy circle right now. It's controlling me  HELP MI!
negative,I have the cold  i hope its not swine flu lol =\
negative,sometimes I think that dream will never come  
negative,@mileycyrus  thats all. you're still perfect.
negative,"@cathead27 though, no matter what, he's still a dick. that sucks "
negative,goin to play soccer! then avenue with my guy buds...ugh i swear one is gay! he acts like it and IS but do they believe me? NoOo 
negative,the high waisted pants i saw on top shop's website wasn't sent here 
negative,Not a happy bunny today 
negative,Is still sqeaky and sneezy and it sucks 
negative,Twitter is OUT!! I cant change mi profile colors 
negative,@jaydeemc35 then it would be hard to throw them away 
negative,is feeling like shit.. emotionaly 
negative,"@mameekins cool, thanks. Urgh poor you having to work  hope it goes ok"
negative,"@bethbabezz lmao beth, nope  , well not yet.. my mum said she is gonna think about it! they are adorable! "
negative,Just wondering - I see you feel that my sense of conversation is lame...  loool @BkZJustO
negative,is wearing gloves inside as she is so coldddd 
negative,I really need a girls day out badly. 
negative,@fridgi lol - my cat bumped me while typing hence the short msg.   will retype now
negative,I have a summer cold. Great... Grrrreat. I feel horrible. 
negative,Why would you leave your dog outside alone so it can run away because you don't want it? Freaking barbaric people. 
negative,"Everybody is celebrating Cazler's B-day....i have to work, life's a bitch "
negative,"@dougiemcfly don't dry for me HAHA brazil cried for you  we miss ya &lt;3 it'd be awesome if you reply me,but it's not gonna happen :/"
negative,i miss my boyfriend 
negative,"30 min long talk, 45 slides... can't get rid of any more of them. sigh "
negative,"Landed safely in the middle of a torrential thunder storm, lightning is not permiting us to go to gate  so we sit on tarmac."
negative,"It doesn't work  But still, today was a good day, I drew a lot. I only wish I could get rid of that everlasting cold! More than a week now"
negative,@EmmaK67 Setanta I'm afraid  You've not missed much. Scoreline says 4-0 but its not been a footballing exhibition
negative,I just want chipotle and my bed  I am never leaving my house again
negative,@riickyy I've decided that you're too beautiful. I'm not really doing anything except for hanging out with that crazy girl at 8:30. 
negative,i want the sims 3... but my comp doesn't have enough memory... 
negative,@CurvyTy of course.  I'll have to be good now tho. 
negative,had the worssst day and is totally depressed 
negative,just touched a whole wheat bun... with.. LOTS AND LOTS OF FUNGUS ON IT haha gross.... 
negative,I am about to go to a family reunion.. i dont know like anyone  lol
negative,"has just came back from dancing, sore feet "
negative,"Had a shot at playing go (I couldn't say had a go *pun shudder*) and was thrashed...the manga makes it look, well not easy, but do-able "
negative,anyone for a spot of rain? 
negative,@MichaelWayneDBE Sounds like your having a bad day 
negative,I want to play Sims 3 
negative,@KendraWilkinson Hey Kendra glad I got to see you at the softball game but sucks I couldn't get a picture  hope to stay in touch
negative,My door handle just fell off 
negative,last day in California  heading back to Michigan tomorrow
negative,@rebstew I bought you those tickets as a surprise for your birthday. 
negative,tomorrow i have to wait for my brother to get home from work to open my presents. he finishes at 5 
negative,Went walking today. First exercise I have had in months and now I have blisters on my feet.! 
negative,Twitter I'm bacc the berry died 
negative,Hope this day goes by fast. I hate working late! 
negative,"@Psythor Ah, well I'm a member in spirit, just can't afford the membership fee. Wish I were there "
negative,Just woke up I have a long day of cleaning ahead of me 
negative,Just *accidentally* got my public_html folder deleted 
negative,is going to play &quot;The Sims2&quot; now *__* | I never meant to make you cry. I'm sorry that you're still feeling bad.  But I can't help you..
negative,"says Tetris is 25 years old, that's great! Test day today, not so great. "
negative,Is missing my son's soccer picture day today because we have parties   Thankfully he has aa good Nana who will make sure he gets there.
negative, will miss U
negative,"Ah, my internet connection is up again... wow, what a nightmare...  "
negative,Out and BBQ in the cooold weather 
negative,@nannynick have you got the sun with you or is it raining like it is hereall day  nothing like a burnt sausage from the bbq
negative,"Knee hurts, bored "
negative,@thejamachine gusto ko na maging tomboy kasi walang may gusto sakin na lalake.  emo? hahaha!
negative,bb is not that gd this year   non house mates???  NO!!!
negative,Woke up waayy to early. Kit-Kat breakfast with a side of Nutragrain. I mees my bacon 
negative,"Just finished SAT!  easy, but hard at the same time. Not overlooking the ease. "
negative,I just wanna give up tbh :\ Or have a extremely good bit of luck so this all sorts out :\ ... 
negative,ow i wish i went to see my passion 
negative,My neck is sore 
negative,@DavidArchie Are you ever going back to Manila? 
negative,"@DavidArchie You hate me, do you?  I was asking you since forever about the shirt &quot;we ä»« him in manila david archuleta&quot; we gave you. "
negative,@hannahmay05 iwanna go to aparty nd thnk lucky its been awhile since ive been to a party 
negative,@sahil just tried here in NM and they're all sold out 
negative,I hurt someone I care about. I feel like a total jerk that should be flogged. And spit on. In public. 
negative,just woke up  watching thursday's episode of so you think you can dance! top 20!!!!!!!!!!
negative,i got drunk at applebees'-i throw up lol. im a graduate finally. oh happy birthday luis! luv u.!!!!! (going to work 
negative,"No wand.  BUT I have a quesedilla, because mum's awesome like that! haha"
negative,"@Wilco04 I want a chippy now! You can't get a proper chippy down here, it's all fast food places, not chip shops! "
negative,"ok somehow just read the morning twiiters and now I have to go do my hair, I have to work today. "
negative,file2hd isn't working 
negative,"@shayface oh well, thats faggie then "
negative,@tommcfly  i'm just wondering if you guys will ever have a meet and greet in brazil?? we deserve it as much as argentina!
negative,Eris chops tiny whimpering puppies into cubes and eats them raw without a spoon. 
negative,I ate the m &amp; m! .. you have not * see the tic tac orange flavor tablets ^^  
negative,only in canada will it snow in june......i want to move 
negative,missing my kuyas in batangas. kuya joe kuya jp kuya dave i miss getting wasted with you guys!! 
negative,yay!!! my computer is fixed!!those mean hackers 
negative,Trip to the plant nursery got rained out. I miscalculated the start of the rain. 
negative,Ugh i feel like i am in prison 
negative,cough drops just aren't doing the trick.i wish my mommy was home 
negative,@sweetestflowers  when in your next show?
negative,Right this moment I really hate XL network... Arghhhhh kesalllllll... 
negative,its like.............an endless fight and i cant seem to win ..... sigh....... 
negative,@dougiemcfly  i'm just wondering if you guys will ever have a meet and greet in brazil?? we deserve it as much as argentina!
negative,@chatvert182 Im sorry  I was the opposite. I woke up too early and couldn't go back to sleep.
negative,"Well, apparently I miscalculated and one of my bosses isn't in the financial crunch I told him he was. But the other one still is "
negative,quarantined from the outside world. 
negative,@jujukoo @Kyleftw that was the one I was wearing to the cook out. 
negative,I said it sarcastically cuz geo was bullshitting me all fucking morning. 
negative,is dreading the 5 shots that she has to get this summer 4 the nursing program and is not looking forward to next Saturdays 8 hr CPR class 
negative,"I cleaned up facebook, But I Like twitter better...but no album capablities (right on profile)  here   what to do---OOOOH what to do??"
negative,"@jessamphetamine Sadly no! I wouldn't have anyone to go with, and my parents refuse to let me go to concerts alone. "
negative,why is the last day it's now all sunny?!   i feel cheated
negative,@SweetSoaps/ not much  how about u
negative,Formula car drives!!  but now it's time to study for finals 
negative,"Oh man, my house is a mess "
negative,i so mad gonzalez is not in the finals of the french open 
negative,i failed fu man june  stupid work
negative,Good morning!! Headed to the DMV soon 
negative,The weather is amazing for once and I'm stuck inside at work  cough cough uhhh I'm feeling a sick day coming on lol
negative,"A 2000 word essay, on a subject I don't know anything about, stands between me and my 3rd year at University. It's for Monday. Halp "
negative,@vivinyvil now i feel bad for all those tea addiction i cause 
negative,I ended up at a Black Keys concert last night. There were some delightful characters there. Though I did not see @buttonbuttontv. 
negative,@jayciemariotti I thought u were sending sunshine my way?? Its still gloomy 
negative,@whitpetey sad  be careful!! praying for forester today. love my postcard- it's on the fridge. good for a reminder!!
negative,@dinoxheartcorex I'm with my family.  &amp; there making me do work. 
negative,got eaten alive by mosquitoes while ATVing in greece.  / !
negative,"@TomFelton TOOOM. Hope you'll make my day better. I'm having a bad day and only you, the most awesome person alive on earth..can do that. "
negative,she left me 
negative,getting my study on for my final at 3. I need to eat breakfast  Hmm what to eat
negative,Maria won't make me hot chocolate until this episode of the Gilmore Girls is over 
negative,@in8medium I'm getting schooled on rap music 
negative,why does it have to rain all weekend  i need to take photos for class
negative,"@Crazy4Jericho i hope trip does come back tomorrow - raw is not the same without him, shawn or jericho. raw is no longer jericho!! "
negative,"@606ItsYourTweet Issy, whats the score please, I dunno whether my twitter is down or BBC website but it is over an hour behind "
negative,"I made it.. We had fun! YAY!! then I sorta slept in this morning, sorta.. but I forgot about my nail appointment  so i have to wait now"
negative,eff. i hate frozen yogurt now. life is sad. 
negative,I miss my bounce music collection. 
negative,just got sexually assaulted by a 150lb pit bull - i'm going to need to speak to a grief counselor because i feel violated. ewwwwww 
negative,"There is a huge storm going on outside. My dog and I are both clutching to each other for support, but it's not really working. "
negative,OMG I live so close to the place @mitchelmusso is at right now! but im home alone and can't get a ride  nononooo
negative,Im gettn ready 2 g2 wack ass wrk 
negative,has just got back from shopping and my feet hurt....bad tyms 
negative,done with SAT... It was hard 
negative,I miss my Melody. Won't see her for a week..... 
negative,missed baptisms at la jolla shores. its like missing a friend's wedding. it only happens once. 
negative,Held door open for someone at Sprint store...that person got the last Pre in the store...oh well 
negative,"Lost my first bet.  Teraath, you failed me. "
negative,I forgot how awesome Frances the Mute is. It makes me realize I still haven't listened to the FtM single yet. 
negative,@rockstarseed ....scratch that.. They don't open till 3p. 
negative,i really miss ben &amp; andrea  that trip out to seattle can't come soon enough.
negative,@tomdelonge eeei! i wish i could go 
negative,@drgemini86 Margie is leaving the show  | http://bit.ly/13PSb8 |
negative,@chriseng @tqbf Turkey Bacon &gt; *! I know.. I'm a mutant  I can't stand the real stuff anymore.
negative,@WayneDaStar i'm sick wit a pulled muscle n cramps  bu yea its all good cuz i'm breathing and alive still! so wat ur crazy ass doin?
negative,@ErinAKAPink Oh no....I hope that get it together by the time I go to mine 
negative,@Nive_94 sad I know  @priyankaheyyppl did the put the live chat in iTunes guys?
negative,"Im supposed to work out n stretch n such to help with my cramps, but i dont feel like moving cuz it hurts so bad. "
negative,Eww why is it cloudy today 
negative,i feel so lonely 
negative,"Today it only rains once, at least it cold as well! How can I enjoy that kind of summer? "
negative,finally home!!!!!!!!! but missing a certain someone... 
negative,@KatiePeel91 Snap  i have it on iphone but i want it properly mert
negative,No good dreams 
negative,@hbcrockstar We just had to move also. LOL. Our apt flooded so we had to move. 
negative,@Dez_Monk Hahaha...There R none...That stopped @ around our parents generation...@ this day &amp; age...a nigga just gotta cook for himself. 
negative,actually pretty fucking bored...I WANT TO DO SOMETHING FUN 
negative,australia lose against west indies 
negative,Is eating lunch... Alone 
negative,Why am i up so early?  Comcast sucks. 
negative,last weekend with my sis before she goes back to Japan 
negative,@Rosie21 'This video is not avaliable in your country' I thought youtube was world wide 
negative,Sometimes we have to learn to let go ... ... But there are things we need to let go forever. Thats the things you can't do anythin about. 
negative,tired cus i had to get up  David!!!
negative,@mangopopstar i know! esp bc i just bought the darn coat yesterday! 
negative,Oh no. I haven't done any wider reading. The synoptic paper is going to be a blagging sesh. 
negative,Last day in Palm Springs before heading to LA for the day and then the 14 hour flight home 
negative,"can't believe what I've heard today, really shows you life is short and is for living "
negative,Is gettin my Michael Jackson on while doin my Saturday mornin cleaning... Yeah started kinda late... I should of been done by now. 
negative, Only @ninapolitan is giving me #twinicks? C'mon I KNOW you call Robbykins something cute!!
negative,@nattatattat isn't that the truth.  eek!
negative,@raymondsiu nah....it was while leaning against my leg while I was sitting on a barstool on the computer.  no pic.  
negative,"@RobbieBarnes aww, it looks so sad "
negative,Bored... Ballroom comp nxt week... Hmm Scary 
negative,ASDFGHJKL I FORGOT TOM WAS SELLING TICKETS TODAY IN SAN DIEGO. FML  oh my god. this sucks. now im sitting here wishing i was seeing him
negative,hello!!: Hello all  I've been lurking around here for the past few weeks.  I am starting at 296lb  and have over  100lb  http://is.gd/Qszj
negative,i am dizzy like gillespie 
negative,Im sick with a darn fever. I feel horrible 
negative,"shower, hair and make up, tori's coming, then wake  rip&lt;3"
negative,"Gods, it's so SLOW at work today. So bored. "
negative,"http://twitpic.com/6r4fl - Its saying 'play me, play me!' "
negative,@mileycyrus Œ£60  breaking the bank bigtime!
negative, I burned my quesadilla.
negative,@imdamama I gave mine up too  im sorry girl! Bella is such a better name!
negative,@smile4mepatty o you luckey thing  its P****Ing down here. sob sob 
negative,Have a busy schedule today. Have two graduations to go to. Fun fun not really 
negative,Its Dani's and my last day in LA together. Going to see the Hollywood sign and perhaps the beach. I will be sad come Monday 
negative,Just finished math 2c... 
negative,"@Awesome_Tie i know, i wanna see them in nottingham soooo much but i doubt that will ever happen "
negative,Seriously considering going to the beach but it's so bleak! 
negative,@KimKardashian http://www.twitpic.com/6r19o which one would you wear!  i need help!
negative,"Finally I'm home from work. I'm tired, hungry, and want my boo "
negative,@lzne i really like pretty/geeky boys  i want my british boy  
negative,@EBJohns11 He didn't even reply to Charice's tweets to him. hmm.. must have been buried. 
negative,"Long flight home: 12 hours Istanbul to JFK, 4 hours JFK to home. Missing Cappadocia, Pammukale, Ephesus, and Kusadasi already "
negative,Frankenmuth is a no go 
negative,This is how it always goes. I have an AMAZING day and the next day sucks. 
negative,oh no it's gonna rain all weekend. Rubbish! 
negative,Off to work! 
negative,Working on the weekend sure is not fun 
negative,feels like crying. i can't go to @mileycyrus concert in london in december 
negative,"Been playing my old LP faded all afternoon, Damn i miss that axe "
negative,@halfwelshdragon My nearest M&amp;S is an hour away now. Loved their food. Used to be 5 mins from me in UK 
negative,Hurt my back yesterday.... Arg! It hurts bad right now! No going out today 
negative,@1HundredPercent i took it personal! cuz im so nice and stuff to you! 
negative,@Hetty4Christ Where did they move to? Awwww I'm sure they miss the saguaros! 
negative,I think it is so sad that Sam Beckett never made it home.   #fb
negative,@RyDri are you seeeeerious?! 
negative,"I feel empty. Why is it anything turned up like this? Oh, my God. I can't sleep! I kept thinking of random things...  BIO"
negative,I'm getting really bored with the painting now 
negative,I fucking LOVE this. And am pissed my DVD was stolen.  ä»‚ http://blip.fm/~7qvu3
negative,headed back from seaside... sad day.  i feel myself getting paler every mile 
negative,"@mileycyrus Miley Please Come To Brazil  Love Baby      	 I am sad today  ä»«ä»«ä»«ä»«"
negative, she's driving again
negative,I don't know the difference between 'practise' and 'practice'. The thesaurus on word is being no help either 
negative,"@mileycyrus Œ£60 for your UK concert. we're not all rich like you. PLEASE lower it, I've been wanting to see you for so long. "
negative,"@Pinkis4gangstas its gangster, like pink. But I'm not even getting it lol went with franco to get his tho. My upgrade not till sept. "
negative,I wanna be at the fangoria weekend of horrors in NYC 
negative,@cfscrewed I would if Greg didn't have to go to work so damn early  he has to be there at 330.
negative,home in after second foot surgery in mad pain 
negative,"@JamesMoore89 @CharlesTilley do you know what boys? James, its never too early, and charles, thanks for sounding so thrilled. I'm off "
negative,Eris's twitter design makes people go blind where mine is cool 
negative,@cruzteng haha my mum plays RC too. but she refuses to trade anything with me  she insisted that she need ALL -.-
negative,@ifyoucdenise i really adore hardcore bad boys with a heart of gold. i want my sabah boy  
negative,@AllHonours  pleases unban me  im sorry for saying something naughty i was jokig... i need the sit 4 irish tips :O i promise ill be good
negative,@Uncle_Trav I know... Its my crazy phone. I've tried and can't figure it out. 
negative,Consoling my 8 year old who's board didn't break. He wanted that black belt so badly! 
negative,Thank god i have found some football kit spent all day in the car travelling around the country 
negative,@TeeAngie LOL @ asking that. Womp Womp LOL @missbrandii No problem @mstiffblack ooooooh well I dont have a black berry  that sucks..
negative,@OwenC No sun here 
negative,everytime i try and ome up with a solution... there's always another reason why i can't make it to @mileycyrus london concert in december 
negative,"kinda having a bad day  but, framing hanley makes it a little better!"
negative,"@monicacesarato gosh I really wish I could do your Italian homestay, but I don't think I can afford it this year.  maybe next, though!"
negative,"@inro I wanna see that, blurg "
negative,The onlu thing I hate about sirius SR is the buffering it does when its trying to find a signal. Dang thing keeps cuttin off my jams 
negative,@THEKristaT  i know  people suck sometimes
negative,Couldn't even find the cheap buffets 
negative,"@Shnooky303 lol I didn't forget, I just never think about it when I'm out lol  sorry"
negative,Wtf it was really hot earlier and now it's cold. 
negative,you won't think we where after having some wonderfully hot weather. Dull and non-stop rain all day 
negative,gah. i miles give up doing css for my new layout it's so hard   
negative,"@davidrunneals no, I don't get to go this year, it conflicted w/ panama "
negative,want myself a new mac but i dunno when the next time im gonna be able to afford one is 
negative,Is it bad I get mad when people say Britney can't sing?  Back off my Queen.
negative,@mRiaMtHecLuB hahaha lol how? I'm dying!! 
negative,Working from 10 to 10. 
negative,trying to figure out the snap2twitter for my bb... pissing me off cuz i'm hungry too 
negative,i need some new picz for myspace..but my cell phone is broken 
negative,@yaya_alonso I'm sooo sorry Claud. That sucks! 
negative,Not going to see @tomdelonge today.  FML.
negative,@Kiimm__x i no lol i wanted one of the rabbit it was so cute they'd just been born but my mum sed no cuzof millie lol  x
negative,why does god hate me? 
negative,Worst day ever. Someone get me out of this 
negative,@faulko1 i miss late night love  some strange storys tho.. . always the men cheating lol
negative,Need to blog...Need the strength...Need to put V's tube back in...Need the heart. 
negative,Nobody cares 
negative,Guess who was 27th in line at a Sprint store with 25 Palm Pre's this a.m. 
negative,wanted to go out 
negative,wanna go out 
negative,em hungry 
negative,Sitting in my Jeep after eating lunch. I have $1000 worth of repairs coming up in the next month. Poor Buddy. 
negative,@susiebubble ditto! had one of those this week not nice feeling!.. saw u at LCF show what did you think ps the streams full no entry 
negative,"@kenwhitten If you're going to one or both recitals today, please tweet a picture. I'm sad not to see my diva girls dance. "
negative,@maellability ME TWO!!!   WHY DO WE HAVE SUCH SAD LIVES!
negative,"the bruising on the ankle is still looking awful, tripping down stairs isnt any fun "
negative,"@memelamb ILY. And you've already threatened me with death by embarrassment on our little Sparklemob Vancouver trip, why kill me more? "
negative,Rachel is yelling at me and now i'm pouting  she is giving a disappointed look and pointing her finger
negative,"I just got some freaking fantastic news.  The exhaust cam actuator on my trailblazer is shot, can only be fixed by a dealer @ $250 - 500 "
negative,"@syd92 eh, why you dong use tweet deck? ah? ngalih saja ku downloadkan. "
negative,Has nothing to do! 
negative,"@INishaBoo92 Girl, Nothin. Watchin this movie with my sisters.. It's a sad cartoon.  lOl."
negative,Oh how I wish I were at WordCamp Chicago right now...  #wcchicago
negative,Goodbye seattle! Time to start heading home 
negative,http://twitpic.com/6r4nu - my niece broke her arm yesterday  -I came out to take her for a milk &amp; cheer her up
negative,"My left leg feels numb, my head hurts, my nose keeps filling up with icky stuff.. I think I'm gonna be sick soon "
negative,I hate half sided conversations 
negative,Dance was good.  Now to the zoo.  No seeing giraffe's today - it's cold and raining. 
negative,@bangbrenda Aw.  I felt that way yesterday ahah. Guys are stupid sometimes.
negative,"Turns out that OpenSim just blows when it comes to texture performance, and it wasn't my build at all "
negative,@mileycyrus please come to the UK sooner! i'm going to be in New Zealand when you come in december 
negative,@nevthomas that is the saddest thing I have ever heard 
negative,going to take Rawko for a walk before it rains  cold today too it's only 47 degrees yuck yuck yuck IT'S JUNE!!!!
negative,at home with a poorly baby missing out on a wedding reception  What shall I do???
negative,I got the no Internet blues...  booo
negative,My Sister's Keeper. This doesn't improve my already poor state of mind. 
negative,i hate nicholas because is so cute but he loves miley... 
negative,@JohnLloydTaylor i miss my mom 
negative,"i need a nice bright cardi for tonight, i wish id brought that one from topshop now "
negative,@chreimp thanks for the mention on FF.  I wasn't home to return the favor 
negative,@Collin_wolfboy i am... now....  i hate my life.
negative,[Today @ the store] Kid to me: What're you doing? Me: Working. What're you doing? Child: You're a dirty diaper! HA! Kid's dad to me: HA!  
negative,Great my phone just stopped working and is holding up our trip 
negative,Ughhhhhh why must I work today??? 
negative,"Ahh, parrot squawking  SHUTUP SILLY RAT BIRD THING &gt;:["
negative,@TomFelton are you at Milton Keynes?! Cos if you were/are darrrrn I wish I knew! I would've loved to have met you 
negative,@RichardSession I'm sorry I ate ur doughnut 
negative,boreeed :/ i hate my new hair. they were so long and now they are short :/ 
negative,i'm getin sick  ...who gets sick in June?!?
negative,left the phone at home 
negative,wish I wasn't so poor and could actually have fun this summer.  raise in about a month!!!!! so maybe then???
negative,Watching Pee Wee's Big Adventure with the Kids. RIP Phil Hartman 
negative,@iLoveMyE71 its not ur fault k. 
negative,@helpamotherout Thanks for the mention on FF.  If I were home...I woulda returned the favor 
negative,@LaRew im taking sims 3 back ha. it runs too slow on my pc. not really playable. thats probably why it came up with red on cpu. 
negative,my hand's asleep  hard 2 type
negative,i want my dreamers bracelet   *Inspired&lt;3*
negative,Snow?! Really? 
negative,@_CorruptedAngel aw I just going  have fun x
negative,headed to gym... then workin on my tan at the pool!! work at 630 
negative,@BananasMel tsss..if I order ciggies I'll pay one as if I&quot;d bought 4... so... 
negative,such freakinn crappy weather! 
negative,@epicflailer *gulps* you are teeeeeasing me. it is not nice 
negative,@IrishLad585 haha! I usually have them back out the next day.. I don't have a blu-ray burner either 
negative,My Pyrograph is broken. No more wood burnings until I've managed to find a new one...and I have so many orders to complete! 
negative,MOLLY... where have you been? need to speak to you! 
negative,"@DavidArchie I miss you replying your fans on twitter, too!  I'm sorry I'm crazy."
negative,Im a bit sad today.Our farmers market locally was hit by the economy.I have to drive10 miles now for fresh veg until garden comes in 
negative,"@chulz My Carlito misses his girlfriend, the Chulamobile  They should take a bath together!"
negative,"@AidenM No, it was white. And Mary gave me Tylenol before I left her house. My stomach is very queasy and I have a little headache. "
negative,Stll playing Navy...so much to do too little time 
negative,Missin my kids 
negative,http://bit.ly/iP46G - I really want to go on the tarmac and take some pics of one of these bad boys taking off 
negative,@prbondoc take me with you 
negative,hope the sun comes back out next week. miserable weather today 
negative,"@SharonSmiles Awww, he's blushing! We do VW shows. He won at VW Action at Santa Pod and Stonor Park last year but not Stonor this year "
negative,@ jaazy btw how do you know this ??!?!? joe is a disappointment    NICK ^^
negative,[Today @ the store] Kid to me: What're you doing? Me: Working. What're you doing? Kid: You're a dirty diaper! HA! Kid's dad to me: HA! 
negative,Tweetdeck doesn't warn you if it can't shorten the url enough....  http://bit.ly/mI5Va
negative,had a fun night at &quot;the pines&quot; with my sister and the boys. we caught no fish tho  but we built a indian bond fire haha (beak-&quot;THE FIRE&quot;)
negative,@Kuzmanator uh oh I hope he's ok 
negative,At logan airport leaving boston for good 
negative,@beetrnl @mister_mayhem Yeah the Clipse/Ye track is dope. Album was supposed to be out summer but I just looked it up and it says Decembr 
negative,"I don't wanna get up!!!  finally got to sleep in, now I have to work at messy mess express. Smh. gettin my day started!"
negative,@MadisonMitchell theres no breakfast like detroit breakfast 
negative,I need a monster! No time to get one  work boo  but I had a Great time last night!
negative,@jho_columbia i heard it's canceled? 
negative,How amusing that Brown still managed to get booed at such a solemn occasion. Pissed my horse finished 10th 
negative,Time to take on the day. How great that Missouri law recognizes straight weddings! If only it weren't the same weekend as KC Pride 
negative,My playstations broken 
negative,"So I slept in my contacts&amp; woke up w/ a red swollen eye  dr visit, eyedrops... it's still not gone-Note 2 self NEVER sleep in contacts!"
negative,@janellems hahaha i only write sad songs... 
negative,dude..today is going to be boring since obvioously i cant go see DIMMN 
negative,looking for a library in kanpur. Wanna read some non fiction books. All libraries here r full of fiction... 
negative,@sml731 have dun with jess!! i wish i could go  Ash
negative,@CowboyBob48 it is business though...I have a deposition to go to. 
negative,Just seen the review for the Palm Pre! OMG I should have thought about the iPhone/Palm Pre conundrum  anyone else got one? #palm #palmpre
negative,Shit i forgot my phone cant make calls. so im stuck waiting outside of my work till someone opens the door 
negative,Feeling a bit down now 
negative,bad news: http://tinyurl.com/lkcs56 (via @gregjames) 
